customer_id,first_name,last_name,email,city,state,country,region,acquisition_channel,first_order_date
960,Olivia,Anderson,olivia.anderson960@example.com,Toronto,ON,Canada,International,Paid Social,2025-05-26
961,David,Chen,david.chen961@example.com,Cleveland,OH,USA,Midwest,Organic Search,2025-10-03
962,Fatima,Rao,fatima.rao962@example.com,Raleigh,NC,USA,South,Direct,2023-06-24
963,Fatima,Reddy,fatima.reddy963@example.com,London,,UK,International,Referral,2023-12-12
964,Betty,Patel,betty.patel964@example.com,Charlotte,NC,USA,South,Direct,2025-04-07
965,Elena,Flores,elena.flores965@example.com,Baltimore,MD,USA,Northeast,Organic Search,2026-04-06
966,Ahmed,Gupta,ahmed.gupta966@example.com,Las Vegas,NV,USA,West,Direct,2025-04-08
967,Mia,Moore,mia.moore967@example.com,Austin,TX,USA,South,Direct,2023-08-10
968,Lucas,Wang,lucas.wang968@example.com,Seattle,WA,USA,West,Direct,2023-10-03
969,Michael,Jones,michael.jones969@example.com,Baltimore,MD,USA,Northeast,Direct,2024-01-02
970,Mei,Martinez,mei.martinez970@example.com,Portland,OR,USA,West,Direct,2023-07-17
971,Mason,Baker,mason.baker971@example.com,Baltimore,MD,USA,Northeast,Email Marketing,2024-02-18
972,Isabella,Wang,isabella.wang972@example.com,Milwaukee,WI,USA,Midwest,Organic Search,2024-12-04
973,Harper,Liu,harper.liu973@example.com,Los Angeles,CA,USA,West,Referral,2023-03-06
974,Jessica,Singh,jessica.singh974@example.com,Sacramento,CA,USA,West,Organic Search,2025-02-09
975,John,Williams,john.williams975@example.com,Columbus,OH,USA,Midwest,Paid Social,2024-09-12
976,Nancy,Wang,nancy.wang976@example.com,Pittsburgh,PA,USA,Northeast,Organic Search,2025-03-07
977,Joseph,Tanaka,joseph.tanaka977@example.com,Baltimore,MD,USA,Northeast,Direct,2026-01-09
978,Aiden,Yamamoto,aiden.yamamoto978@example.com,San Jose,CA,USA,West,Paid Social,2025-03-12
979,Ana,Nguyen,ana.nguyen979@example.com,Minneapolis,MN,USA,Midwest,Direct,2024-08-05
980,Patricia,Kim,patricia.kim980@example.com,Chicago,IL,USA,Midwest,Organic Search,2025-01-20
981,Patricia,Adams,patricia.adams981@example.com,Melbourne,VIC,Australia,International,Paid Social,2023-07-19
982,Carlos,Nair,carlos.nair982@example.com,Minneapolis,MN,USA,Midwest,Organic Search,2024-05-15
983,Amit,Kim,amit.kim983@example.com,Philadelphia,PA,USA,Northeast,Referral,2023-05-15
984,Joseph,Patel,joseph.patel984@example.com,San Jose,CA,USA,West,Organic Search,2024-10-29
985,Elena,Tanaka,elena.tanaka985@example.com,Milwaukee,WI,USA,Midwest,Email Marketing,2024-06-30
986,Aiden,Kim,aiden.kim986@example.com,Los Angeles,CA,USA,West,Referral,2025-02-12
987,Mei,Tanaka,mei.tanaka987@example.com,San Antonio,TX,USA,South,Email Marketing,2023-07-24
988,Anthony,Patel,anthony.patel988@example.com,Baltimore,MD,USA,Northeast,Paid Social,2024-11-26
989,Sunita,Kumar,sunita.kumar989@example.com,Pittsburgh,PA,USA,Northeast,Organic Search,2026-07-25
990,Elizabeth,Liu,elizabeth.liu990@example.com,Indianapolis,IN,USA,Midwest,Organic Search,2023-04-08
991,Ahmed,Anderson,ahmed.anderson991@example.com,Sydney,NSW,Australia,International,Direct,2023-07-08
992,Richard,Kim,richard.kim992@example.com,Miami,FL,USA,South,Organic Search,2026-03-06
993,Aiden,Iyer,aiden.iyer993@example.com,Indianapolis,IN,USA,Midwest,Paid Social,2023-06-07
994,Sunita,Li,sunita.li994@example.com,Portland,OR,USA,West,Paid Social,2026-01-10
995,Omar,Reddy,omar.reddy995@example.com,Boston,MA,USA,Northeast,Direct,2025-07-17
996,Lisa,Johnson,lisa.johnson996@example.com,Melbourne,VIC,Australia,International,Direct,2024-01-18
997,Margaret,Scott,margaret.scott997@example.com,Kansas City,MO,USA,Midwest,Organic Search,2026-07-30
998,Chen,Tanaka,chen.tanaka998@example.com,Melbourne,VIC,Australia,International,Organic Search,2024-02-15
999,Charles,Thomas,charles.thomas999@example.com,Austin,TX,USA,South,Direct,2024-09-06
1000,Sofia,Sharma,sofia.sharma1000@example.com,Phoenix,AZ,USA,West,Direct,2025-04-24
1001,Neha,Wright,neha.wright1001@example.com,San Jose,CA,USA,West,Organic Search,2026-05-16
1002,Priya,Davis,priya.davis1002@example.com,Austin,TX,USA,South,Organic Search,2024-05-17
1003,Amit,Mehta,amit.mehta1003@example.com,Baltimore,MD,USA,Northeast,Paid Social,2025-06-12
1004,John,Gonzalez,john.gonzalez1004@example.com,San Jose,CA,USA,West,Organic Search,2023-03-01
1005,Vikram,Scott,vikram.scott1005@example.com,Toronto,ON,Canada,International,Organic Search,2023-03-28
1006,Lucas,Johnson,lucas.johnson1006@example.com,Houston,TX,USA,South,Email Marketing,2023-06-21
1007,Sunita,Jones,sunita.jones1007@example.com,St. Louis,MO,USA,Midwest,Email Marketing,2023-07-04
1008,Sarah,Thomas,sarah.thomas1008@example.com,San Diego,CA,USA,West,Paid Social,2025-10-21
1009,Mason,Scott,mason.scott1009@example.com,London,,UK,International,Referral,2025-12-11
1010,Barbara,Thomas,barbara.thomas1010@example.com,Manchester,,UK,International,Organic Search,2024-10-03
1011,Luis,Green,luis.green1011@example.com,Denver,CO,USA,West,Referral,2024-03-22
1012,Daniel,Wilson,daniel.wilson1012@example.com,Nashville,TN,USA,South,Paid Social,2024-06-04
1013,Linda,Wang,linda.wang1013@example.com,Salt Lake City,UT,USA,West,Paid Social,2023-08-20
1014,Elena,Chen,elena.chen1014@example.com,Denver,CO,USA,West,Referral,2023-10-24
1015,Jose,Martin,jose.martin1015@example.com,Los Angeles,CA,USA,West,Direct,2026-05-25
1016,Michael,Diaz,michael.diaz1016@example.com,Denver,CO,USA,West,Organic Search,2025-02-26
1017,Maria,Torres,maria.torres1017@example.com,San Diego,CA,USA,West,Paid Social,2024-04-29
1018,Luis,Smith,luis.smith1018@example.com,Orlando,FL,USA,South,Referral,2024-06-07
1019,Priya,Martin,priya.martin1019@example.com,Indianapolis,IN,USA,Midwest,Email Marketing,2023-11-25
1020,Wei,Baker,wei.baker1020@example.com,St. Louis,MO,USA,Midwest,Email Marketing,2024-07-15
1021,Lucas,Chen,lucas.chen1021@example.com,St. Louis,MO,USA,Midwest,Referral,2024-11-12
1022,Richard,Hernandez,richard.hernandez1022@example.com,Boston,MA,USA,Northeast,Paid Social,2024-12-21
1023,Mei,Mehta,mei.mehta1023@example.com,Los Angeles,CA,USA,West,Direct,2026-08-06
1024,Olivia,Wright,olivia.wright1024@example.com,Dallas,TX,USA,South,Organic Search,2024-02-14
1025,Wei,Tanaka,wei.tanaka1025@example.com,Philadelphia,PA,USA,Northeast,Organic Search,2024-05-26
1026,Thomas,Park,thomas.park1026@example.com,St. Louis,MO,USA,Midwest,Email Marketing,2024-10-16
1027,Sarah,Taylor,sarah.taylor1027@example.com,Columbus,OH,USA,Midwest,Direct,2024-11-01
1028,Betty,Garcia,betty.garcia1028@example.com,St. Louis,MO,USA,Midwest,Paid Social,2025-03-16
1029,Mark,Johnson,mark.johnson1029@example.com,Los Angeles,CA,USA,West,Referral,2026-08-18
1030,Sandra,Garcia,sandra.garcia1030@example.com,Kansas City,MO,USA,Midwest,Organic Search,2023-12-12
1031,Elena,Park,elena.park1031@example.com,Boston,MA,USA,Northeast,Organic Search,2025-01-23
1032,Jessica,Smith,jessica.smith1032@example.com,Raleigh,NC,USA,South,Paid Social,2025-07-18
1033,Isabella,Davis,isabella.davis1033@example.com,Seattle,WA,USA,West,Direct,2024-01-26
1034,Kavita,Jackson,kavita.jackson1034@example.com,Baltimore,MD,USA,Northeast,Paid Social,2025-06-02
1035,Margaret,Jackson,margaret.jackson1035@example.com,Charlotte,NC,USA,South,Paid Social,2025-04-16
1036,Patricia,Jackson,patricia.jackson1036@example.com,Boston,MA,USA,Northeast,Organic Search,2025-07-12
1037,Jose,Kim,jose.kim1037@example.com,Kansas City,MO,USA,Midwest,Organic Search,2025-08-18
1038,Mei,Diaz,mei.diaz1038@example.com,Orlando,FL,USA,South,Direct,2025-02-24
1039,Ananya,Jones,ananya.jones1039@example.com,San Antonio,TX,USA,South,Paid Social,2023-04-17
1040,Priya,Chen,priya.chen1040@example.com,Minneapolis,MN,USA,Midwest,Referral,2026-05-10
1041,Jennifer,Smith,jennifer.smith1041@example.com,Boston,MA,USA,Northeast,Paid Social,2025-02-19
1042,Fatima,Scott,fatima.scott1042@example.com,Cleveland,OH,USA,Midwest,Organic Search,2026-02-19
1043,Daniel,Taylor,daniel.taylor1043@example.com,San Jose,CA,USA,West,Paid Social,2024-11-25
1044,Thomas,Garcia,thomas.garcia1044@example.com,Atlanta,GA,USA,South,Direct,2025-06-05
1045,Joseph,Sharma,joseph.sharma1045@example.com,Chicago,IL,USA,Midwest,Referral,2025-10-19
1046,Vikram,Green,vikram.green1046@example.com,Cleveland,OH,USA,Midwest,Referral,2024-08-02
1047,Rohan,Nguyen,rohan.nguyen1047@example.com,Boston,MA,USA,Northeast,Paid Social,2025-06-11
1048,Wei,Green,wei.green1048@example.com,Baltimore,MD,USA,Northeast,Direct,2023-11-06
1049,Olivia,Brown,olivia.brown1049@example.com,Charlotte,NC,USA,South,Organic Search,2024-04-15
1050,Aiden,Taylor,aiden.taylor1050@example.com,San Jose,CA,USA,West,Direct,2025-06-12
1051,Isabella,Williams,isabella.williams1051@example.com,Sacramento,CA,USA,West,Paid Social,2026-02-22
1052,Isabella,Davis,isabella.davis1052@example.com,Austin,TX,USA,South,Organic Search,2023-07-11
1053,Neha,Lopez,neha.lopez1053@example.com,San Jose,CA,USA,West,Direct,2024-07-12
1054,Margaret,Kim,margaret.kim1054@example.com,New York,NY,USA,Northeast,Paid Social,2026-03-14
1055,Elizabeth,Thomas,elizabeth.thomas1055@example.com,Baltimore,MD,USA,Northeast,Direct,2024-11-04
1056,Jessica,Reddy,jessica.reddy1056@example.com,Cleveland,OH,USA,Midwest,Direct,2023-08-06
1057,Karen,Johnson,karen.johnson1057@example.com,Philadelphia,PA,USA,Northeast,Paid Social,2025-09-09
1058,Kavita,Park,kavita.park1058@example.com,New York,NY,USA,Northeast,Organic Search,2023-03-31
1059,Liam,Sharma,liam.sharma1059@example.com,Vancouver,BC,Canada,International,Organic Search,2023-04-10
1060,Neha,Sharma,neha.sharma1060@example.com,Houston,TX,USA,South,Direct,2026-01-25
1061,Ana,Garcia,ana.garcia1061@example.com,Orlando,FL,USA,South,Organic Search,2024-05-06
1062,Ahmed,Garcia,ahmed.garcia1062@example.com,Los Angeles,CA,USA,West,Email Marketing,2023-11-30
1063,Ahmed,Jackson,ahmed.jackson1063@example.com,Austin,TX,USA,South,Organic Search,2025-10-02
1064,Amit,Torres,amit.torres1064@example.com,Manchester,,UK,International,Organic Search,2023-07-16
1065,Mia,Gonzalez,mia.gonzalez1065@example.com,Baltimore,MD,USA,Northeast,Paid Social,2025-03-05
1066,Elena,Garcia,elena.garcia1066@example.com,Pittsburgh,PA,USA,Northeast,Email Marketing,2026-06-11
1067,Elena,Garcia,elena.garcia1067@example.com,Chicago,IL,USA,Midwest,Paid Social,2025-08-07
1068,Karen,Wang,karen.wang1068@example.com,Raleigh,NC,USA,South,Direct,2025-12-10
1069,Noah,Iyer,noah.iyer1069@example.com,Philadelphia,PA,USA,Northeast,Email Marketing,2025-09-05
1070,Thomas,Torres,thomas.torres1070@example.com,Portland,OR,USA,West,Email Marketing,2025-12-07
1071,Michael,Yamamoto,michael.yamamoto1071@example.com,Phoenix,AZ,USA,West,Referral,2025-11-17
1072,Elena,Nair,elena.nair1072@example.com,San Antonio,TX,USA,South,Paid Social,2026-03-10
1073,Carlos,Taylor,carlos.taylor1073@example.com,London,,UK,International,Organic Search,2025-10-28
1074,Noah,Lopez,noah.lopez1074@example.com,Columbus,OH,USA,Midwest,Email Marketing,2023-04-03
1075,Sunita,Sharma,sunita.sharma1075@example.com,London,,UK,International,Direct,2025-07-10
1076,Rohan,Patel,rohan.patel1076@example.com,Columbus,OH,USA,Midwest,Organic Search,2023-06-10
1077,Rohan,Torres,rohan.torres1077@example.com,San Antonio,TX,USA,South,Paid Social,2023-02-06
1078,Joseph,Smith,joseph.smith1078@example.com,San Jose,CA,USA,West,Direct,2025-07-31
1079,Lucas,Martin,lucas.martin1079@example.com,Sydney,NSW,Australia,International,Email Marketing,2026-06-17
1080,Fatima,Martin,fatima.martin1080@example.com,Philadelphia,PA,USA,Northeast,Organic Search,2023-01-29
1081,Robert,Diaz,robert.diaz1081@example.com,Charlotte,NC,USA,South,Email Marketing,2024-03-04
1082,Charles,Wright,charles.wright1082@example.com,Denver,CO,USA,West,Paid Social,2026-07-06
1083,Logan,Gonzalez,logan.gonzalez1083@example.com,Philadelphia,PA,USA,Northeast,Organic Search,2025-08-07
1084,Elena,Johnson,elena.johnson1084@example.com,San Diego,CA,USA,West,Organic Search,2023-11-09
1085,Olivia,Wang,olivia.wang1085@example.com,Las Vegas,NV,USA,West,Organic Search,2025-07-09
1086,Betty,Jackson,betty.jackson1086@example.com,Vancouver,BC,Canada,International,Email Marketing,2025-03-13
1087,Mary,Miller,mary.miller1087@example.com,Melbourne,VIC,Australia,International,Email Marketing,2025-06-03
1088,Isabella,Green,isabella.green1088@example.com,London,,UK,International,Direct,2026-02-09
1089,John,Wang,john.wang1089@example.com,Orlando,FL,USA,South,Paid Social,2026-04-25
1090,Lucas,Anderson,lucas.anderson1090@example.com,Houston,TX,USA,South,Paid Social,2025-05-14
1091,David,Moore,david.moore1091@example.com,St. Louis,MO,USA,Midwest,Email Marketing,2023-08-28
1092,Hiroshi,Rao,hiroshi.rao1092@example.com,Pittsburgh,PA,USA,Northeast,Organic Search,2024-08-12
1093,Aiden,Gupta,aiden.gupta1093@example.com,Sacramento,CA,USA,West,Organic Search,2024-03-25
1094,Yuki,Park,yuki.park1094@example.com,Kansas City,MO,USA,Midwest,Organic Search,2024-08-23
1095,Luis,Nair,luis.nair1095@example.com,Cleveland,OH,USA,Midwest,Email Marketing,2023-11-28
1096,Neha,Diaz,neha.diaz1096@example.com,Philadelphia,PA,USA,Northeast,Direct,2023-09-22
1097,Christopher,Park,christopher.park1097@example.com,Baltimore,MD,USA,Northeast,Organic Search,2025-05-01
1098,Isabella,Martin,isabella.martin1098@example.com,Denver,CO,USA,West,Organic Search,2023-04-07
1099,Carlos,Taylor,carlos.taylor1099@example.com,Minneapolis,MN,USA,Midwest,Direct,2023-12-24
1100,Ethan,Williams,ethan.williams1100@example.com,Phoenix,AZ,USA,West,Organic Search,2023-08-22
1101,Jessica,Yamamoto,jessica.yamamoto1101@example.com,Seattle,WA,USA,West,Paid Social,2024-11-27
1102,Jennifer,Baker,jennifer.baker1102@example.com,Toronto,ON,Canada,International,Organic Search,2023-11-06
1103,Mia,Park,mia.park1103@example.com,San Antonio,TX,USA,South,Direct,2025-06-15
1104,Joseph,Miller,joseph.miller1104@example.com,Sydney,NSW,Australia,International,Direct,2023-07-28
1105,Jennifer,Li,jennifer.li1105@example.com,San Antonio,TX,USA,South,Organic Search,2023-08-30
1106,Maria,Hernandez,maria.hernandez1106@example.com,Detroit,MI,USA,Midwest,Direct,2025-11-02
1107,Richard,Martinez,richard.martinez1107@example.com,Cleveland,OH,USA,Midwest,Organic Search,2023-10-10
1108,Betty,Rao,betty.rao1108@example.com,St. Louis,MO,USA,Midwest,Direct,2023-01-14
1109,Aiden,Patel,aiden.patel1109@example.com,Detroit,MI,USA,Midwest,Paid Social,2023-06-24
1110,Omar,Kumar,omar.kumar1110@example.com,Melbourne,VIC,Australia,International,Direct,2023-11-07
1111,Amelia,Nair,amelia.nair1111@example.com,Seattle,WA,USA,West,Organic Search,2025-05-28
1112,Sofia,Mehta,sofia.mehta1112@example.com,Raleigh,NC,USA,South,Email Marketing,2025-01-10
1113,Olivia,Martinez,olivia.martinez1113@example.com,New York,NY,USA,Northeast,Direct,2025-11-25
1114,William,Patel,william.patel1114@example.com,Atlanta,GA,USA,South,Paid Social,2023-12-03
1115,Fatima,Adams,fatima.adams1115@example.com,Chicago,IL,USA,Midwest,Direct,2026-08-06
1116,Linda,Kelly,linda.kelly1116@example.com,Raleigh,NC,USA,South,Referral,2025-05-08
1117,Sunita,Flores,sunita.flores1117@example.com,Atlanta,GA,USA,South,Email Marketing,2023-01-17
1118,Amelia,Nguyen,amelia.nguyen1118@example.com,Austin,TX,USA,South,Direct,2025-07-02
1119,Harper,Nguyen,harper.nguyen1119@example.com,Sydney,NSW,Australia,International,Direct,2024-12-08
1120,Ahmed,Baker,ahmed.baker1120@example.com,Charlotte,NC,USA,South,Email Marketing,2023-06-22
1121,Jin,Singh,jin.singh1121@example.com,Dallas,TX,USA,South,Paid Social,2026-01-12
1122,Barbara,Li,barbara.li1122@example.com,Toronto,ON,Canada,International,Organic Search,2024-11-28
1123,Christopher,Johnson,christopher.johnson1123@example.com,Los Angeles,CA,USA,West,Email Marketing,2026-01-10
1124,Priya,Baker,priya.baker1124@example.com,Portland,OR,USA,West,Direct,2025-10-31
1125,Linda,Kumar,linda.kumar1125@example.com,Boston,MA,USA,Northeast,Direct,2024-12-26
1126,Jessica,Rao,jessica.rao1126@example.com,Portland,OR,USA,West,Paid Social,2023-01-11
1127,Priya,Green,priya.green1127@example.com,London,,UK,International,Paid Social,2026-07-09
1128,Sandra,Gupta,sandra.gupta1128@example.com,Portland,OR,USA,West,Organic Search,2026-03-19
1129,Ana,Zhang,ana.zhang1129@example.com,Denver,CO,USA,West,Organic Search,2025-11-23
1130,Maria,Mehta,maria.mehta1130@example.com,San Antonio,TX,USA,South,Organic Search,2025-05-21
1131,William,Garcia,william.garcia1131@example.com,Houston,TX,USA,South,Paid Social,2023-09-24
1132,Liam,Jones,liam.jones1132@example.com,Cleveland,OH,USA,Midwest,Direct,2025-04-04
1133,Mason,Baker,mason.baker1133@example.com,Orlando,FL,USA,South,Email Marketing,2026-04-11
1134,Elena,Rao,elena.rao1134@example.com,Baltimore,MD,USA,Northeast,Direct,2025-05-03
1135,Charles,Li,charles.li1135@example.com,Dallas,TX,USA,South,Paid Social,2025-07-26
1136,Mia,Zhang,mia.zhang1136@example.com,San Diego,CA,USA,West,Direct,2025-07-21
1137,Christopher,Yamamoto,christopher.yamamoto1137@example.com,Cleveland,OH,USA,Midwest,Referral,2023-09-01
1138,Sofia,Davis,sofia.davis1138@example.com,San Diego,CA,USA,West,Paid Social,2024-08-16
1139,Karen,Davis,karen.davis1139@example.com,Cleveland,OH,USA,Midwest,Organic Search,2025-02-05
1140,Lucas,Johnson,lucas.johnson1140@example.com,Austin,TX,USA,South,Organic Search,2026-04-22
1141,Amit,Jackson,amit.jackson1141@example.com,Indianapolis,IN,USA,Midwest,Organic Search,2025-09-28
1142,Hiroshi,Jones,hiroshi.jones1142@example.com,Chicago,IL,USA,Midwest,Paid Social,2026-03-19
1143,Liam,Patel,liam.patel1143@example.com,Tampa,FL,USA,South,Paid Social,2026-05-25
1144,Sarah,Li,sarah.li1144@example.com,Melbourne,VIC,Australia,International,Paid Social,2025-07-10
1145,Karen,Flores,karen.flores1145@example.com,Atlanta,GA,USA,South,Organic Search,2026-07-03
1146,Sofia,Singh,sofia.singh1146@example.com,Seattle,WA,USA,West,Email Marketing,2024-11-25
1147,Olivia,Green,olivia.green1147@example.com,Nashville,TN,USA,South,Direct,2023-12-06
1148,Amit,Yamamoto,amit.yamamoto1148@example.com,San Diego,CA,USA,West,Direct,2023-06-24
1149,Harper,Tanaka,harper.tanaka1149@example.com,Houston,TX,USA,South,Referral,2025-12-04
1150,Aiden,Li,aiden.li1150@example.com,Los Angeles,CA,USA,West,Organic Search,2025-12-25
1151,Robert,Moore,robert.moore1151@example.com,Indianapolis,IN,USA,Midwest,Organic Search,2026-04-01
1152,Logan,Park,logan.park1152@example.com,Atlanta,GA,USA,South,Paid Social,2023-04-03
1153,Robert,Patel,robert.patel1153@example.com,Pittsburgh,PA,USA,Northeast,Organic Search,2023-02-19
1154,Wei,Singh,wei.singh1154@example.com,Boston,MA,USA,Northeast,Organic Search,2023-07-23
1155,Neha,Martinez,neha.martinez1155@example.com,Columbus,OH,USA,Midwest,Organic Search,2023-07-03
1156,Sofia,Torres,sofia.torres1156@example.com,San Jose,CA,USA,West,Organic Search,2024-10-28
1157,Linda,Martin,linda.martin1157@example.com,Tampa,FL,USA,South,Organic Search,2023-10-19
1158,Mei,Taylor,mei.taylor1158@example.com,Tampa,FL,USA,South,Referral,2023-09-05
1159,Priya,Adams,priya.adams1159@example.com,Manchester,,UK,International,Direct,2025-10-06
1160,Ethan,Singh,ethan.singh1160@example.com,San Diego,CA,USA,West,Organic Search,2024-10-13
1161,Sofia,Jones,sofia.jones1161@example.com,Las Vegas,NV,USA,West,Organic Search,2026-07-21
1162,Robert,Moore,robert.moore1162@example.com,Toronto,ON,Canada,International,Referral,2023-07-27
1163,Thomas,Martin,thomas.martin1163@example.com,Vancouver,BC,Canada,International,Paid Social,2023-06-21
1164,Ethan,Wilson,ethan.wilson1164@example.com,Austin,TX,USA,South,Paid Social,2023-12-11
1165,Logan,Iyer,logan.iyer1165@example.com,Toronto,ON,Canada,International,Paid Social,2023-01-03
1166,Rajesh,Wright,rajesh.wright1166@example.com,San Jose,CA,USA,West,Organic Search,2025-09-14
1167,Ananya,Torres,ananya.torres1167@example.com,Tampa,FL,USA,South,Referral,2026-07-18
1168,Mia,Jackson,mia.jackson1168@example.com,Chicago,IL,USA,Midwest,Organic Search,2025-12-29
1169,Sunita,Garcia,sunita.garcia1169@example.com,Orlando,FL,USA,South,Direct,2023-10-14
1170,Vikram,Iyer,vikram.iyer1170@example.com,Indianapolis,IN,USA,Midwest,Direct,2024-10-13
1171,Yuki,Kelly,yuki.kelly1171@example.com,Boston,MA,USA,Northeast,Referral,2025-07-16
1172,Mei,Patel,mei.patel1172@example.com,Indianapolis,IN,USA,Midwest,Paid Social,2026-05-12
1173,Sarah,Wright,sarah.wright1173@example.com,New York,NY,USA,Northeast,Direct,2023-01-09
1174,Daniel,Nair,daniel.nair1174@example.com,Toronto,ON,Canada,International,Email Marketing,2025-09-28
1175,Logan,Garcia,logan.garcia1175@example.com,Phoenix,AZ,USA,West,Paid Social,2025-06-30
1176,Carlos,Singh,carlos.singh1176@example.com,Manchester,,UK,International,Paid Social,2023-12-29
1177,Mary,Davis,mary.davis1177@example.com,Kansas City,MO,USA,Midwest,Paid Social,2024-01-31
1178,Mark,Green,mark.green1178@example.com,Los Angeles,CA,USA,West,Direct,2025-01-02
1179,Sunita,Hill,sunita.hill1179@example.com,Seattle,WA,USA,West,Organic Search,2025-10-08
1180,John,Moore,john.moore1180@example.com,Baltimore,MD,USA,Northeast,Email Marketing,2026-05-26
1181,Betty,Kelly,betty.kelly1181@example.com,Orlando,FL,USA,South,Organic Search,2024-07-22
1182,Isabella,Hernandez,isabella.hernandez1182@example.com,Toronto,ON,Canada,International,Organic Search,2026-03-04
1183,Daniel,Jones,daniel.jones1183@example.com,London,,UK,International,Organic Search,2023-05-14
1184,Sandra,Zhang,sandra.zhang1184@example.com,Nashville,TN,USA,South,Organic Search,2023-02-17
1185,Logan,Nguyen,logan.nguyen1185@example.com,Boston,MA,USA,Northeast,Direct,2025-07-18
1186,Elena,Wright,elena.wright1186@example.com,Houston,TX,USA,South,Email Marketing,2024-10-23
1187,Sofia,Moore,sofia.moore1187@example.com,San Diego,CA,USA,West,Direct,2025-08-13
1188,Mason,Adams,mason.adams1188@example.com,Chicago,IL,USA,Midwest,Email Marketing,2024-04-04
1189,Omar,Liu,omar.liu1189@example.com,Sacramento,CA,USA,West,Organic Search,2025-03-13
1190,William,Tanaka,william.tanaka1190@example.com,Los Angeles,CA,USA,West,Referral,2024-04-07
1191,Elena,Jones,elena.jones1191@example.com,Denver,CO,USA,West,Organic Search,2024-11-05
1192,Richard,Johnson,richard.johnson1192@example.com,Las Vegas,NV,USA,West,Paid Social,2023-02-19
1193,Jin,Taylor,jin.taylor1193@example.com,Denver,CO,USA,West,Organic Search,2024-05-03
1194,Michael,Patel,michael.patel1194@example.com,Raleigh,NC,USA,South,Email Marketing,2023-05-30
1195,Olivia,Adams,olivia.adams1195@example.com,San Antonio,TX,USA,South,Direct,2026-03-31
1196,Linda,Williams,linda.williams1196@example.com,Tampa,FL,USA,South,Organic Search,2023-05-14
1197,Linda,Rao,linda.rao1197@example.com,Houston,TX,USA,South,Organic Search,2026-07-06
1198,Susan,Torres,susan.torres1198@example.com,Houston,TX,USA,South,Paid Social,2024-08-26
1199,Ahmed,Miller,ahmed.miller1199@example.com,Sydney,NSW,Australia,International,Direct,2024-04-22
1200,Mary,Mehta,mary.mehta1200@example.com,Tampa,FL,USA,South,Paid Social,2025-05-26
1201,Richard,Patel,richard.patel1201@example.com,Los Angeles,CA,USA,West,Paid Social,2024-11-03
1202,Susan,Miller,susan.miller1202@example.com,New York,NY,USA,Northeast,Direct,2023-05-19
1203,Matthew,Tanaka,matthew.tanaka1203@example.com,Dallas,TX,USA,South,Direct,2024-06-08
1204,Sophia,Flores,sophia.flores1204@example.com,Sydney,NSW,Australia,International,Paid Social,2024-05-12
1205,Jennifer,Brown,jennifer.brown1205@example.com,Dallas,TX,USA,South,Organic Search,2025-06-11
1206,Carlos,Martin,carlos.martin1206@example.com,London,,UK,International,Email Marketing,2023-10-26
1207,Amit,Park,amit.park1207@example.com,Miami,FL,USA,South,Organic Search,2023-01-17
1208,Charles,Brown,charles.brown1208@example.com,Denver,CO,USA,West,Paid Social,2026-02-19
1209,Elena,Gupta,elena.gupta1209@example.com,Charlotte,NC,USA,South,Referral,2026-08-04
1210,David,Patel,david.patel1210@example.com,Charlotte,NC,USA,South,Direct,2025-08-15
1211,Jin,Kim,jin.kim1211@example.com,Vancouver,BC,Canada,International,Referral,2026-06-15
1212,Jin,Hernandez,jin.hernandez1212@example.com,San Antonio,TX,USA,South,Paid Social,2023-03-28
1213,James,Kelly,james.kelly1213@example.com,Seattle,WA,USA,West,Direct,2025-08-13
1214,Priya,Chen,priya.chen1214@example.com,Miami,FL,USA,South,Email Marketing,2025-02-08
1215,Lisa,Smith,lisa.smith1215@example.com,Cleveland,OH,USA,Midwest,Organic Search,2025-01-02
1216,Joseph,Martinez,joseph.martinez1216@example.com,Detroit,MI,USA,Midwest,Paid Social,2026-07-16
1217,Maria,Williams,maria.williams1217@example.com,Los Angeles,CA,USA,West,Organic Search,2024-08-04
1218,Rohan,Flores,rohan.flores1218@example.com,Columbus,OH,USA,Midwest,Organic Search,2026-02-09
1219,Betty,Johnson,betty.johnson1219@example.com,Columbus,OH,USA,Midwest,Email Marketing,2023-07-27
1220,Sarah,Singh,sarah.singh1220@example.com,San Diego,CA,USA,West,Organic Search,2024-03-06
1221,Priya,Kumar,priya.kumar1221@example.com,Cleveland,OH,USA,Midwest,Direct,2025-12-15
1222,Chen,Hill,chen.hill1222@example.com,Phoenix,AZ,USA,West,Organic Search,2023-09-25
1223,Matthew,Liu,matthew.liu1223@example.com,Tampa,FL,USA,South,Direct,2024-10-13
1224,Arjun,Williams,arjun.williams1224@example.com,Sydney,NSW,Australia,International,Direct,2026-01-01
1225,Karen,Sharma,karen.sharma1225@example.com,Denver,CO,USA,West,Organic Search,2024-07-27
1226,Mia,Kim,mia.kim1226@example.com,Baltimore,MD,USA,Northeast,Organic Search,2023-06-16
1227,David,Hernandez,david.hernandez1227@example.com,Milwaukee,WI,USA,Midwest,Paid Social,2026-08-14
1228,Jose,Wang,jose.wang1228@example.com,Raleigh,NC,USA,South,Paid Social,2024-10-21
1229,Amelia,Diaz,amelia.diaz1229@example.com,Las Vegas,NV,USA,West,Direct,2025-10-10
